uniform,normal,exponential
2.4841,3.3359,0.293
2.448,5.313,3.3183
1.6125,5.3035,0.2573
9.4002,3.7831,0.5253
8.8799,4.7376,3.3011
7.7736,2.032,0.7408
5.1766,6.3896,1.1673
4.9061,3.844,1.7252
5.2975,4.948,7.7734
5.3657,2.86,0.3392
4.3456,4.1265,0.4688
1.3175,4.5806,1.495
1.2566,4.9831,0.4953
9.5225,5.7196,0.8196
4.8203,7.1586,0.1637
9.5321,6.0991,0.3652
1.6358,6.4432,2.1944
5.5442,7.1692,2.7227
2.0772,5.8546,0.9137
2.5318,4.9449,1.0224
0.3005,6.5137,0.0929
1.1895,6.6095,3.6262
9.1685,5.9728,3.0545
3.2153,2.8181,5.1124
6.0813,3.7378,2.8154
4.6501,4.5877,0.3237
4.0045,6.1694,4.64
5.3189,4.968,1.8896
1.8724,6.7053,5.4541
9.886,6.9729,1.2379
8.1831,6.7988,0.2786
7.4161,6.8083,1.2453
4.6876,3.4445,2.0525
1.5288,5.724,1.2294
9.2067,4.0887,1.1723
3.4139,2.5264,3.1362
0.5011,4.5688,6.7707
3.424,6.9871,1.3007
7.9446,5.6911,5.5043
6.2271,8.0267,2.0907
7.5084,5.2658,2.2263
7.9364,8.6717,0.4842
2.1195,5.2663,1.3508
9.2378,5.0337,0.7127
4.3799,3.0809,1.0192
6.3901,6.6658,0.1176
0.0231,4.2468,1.3452
9.9337,4.0294,0.9552
2.809,6.9218,1.1691
0.6206,6.7373,0.4573
4.5826,6.6981,0.0876
1.2903,4.4567,1.8203
1.5233,4.9235,0.1822
6.3228,4.9102,0.2905
3.9293,6.1738,0.9517
9.2185,7.3303,1.5871
3.1916,5.5522,0.4665
7.2618,7.9623,0.1801
4.611,6.3458,1.226
6.5995,4.6478,5.0752
5.997,6.2431,1.6855
4.7278,7.5589,1.2802
9.5006,7.9974,0.435
3.4271,6.7803,1.9772
1.7724,5.0385,0.1453
6.7809,4.675,3.5017
8.4601,5.8641,6.9577
0.4025,7.511,3.6226
4.4963,5.6507,0.0181
8.9249,5.6818,1.5842
7.4962,5.0771,3.7917
9.9181,4.5082,3.5811
5.3141,4.7568,0.0151
6.6,5.2031,1.789
3.0248,7.5771,4.7402
9.4754,4.6404,2.2069
3.6634,5.0789,5.7336
7.3851,3.7019,2.5463
4.0314,6.0749,3.0363
5.6182,7.05,1.0591
7.1978,7.4367,6.4326
5.0893,5.305,2.0797
9.0709,5.8615,3.9534
4.193,4.7697,0.0565
6.4707,5.792,4.8576
3.4236,5.4709,0.8131
4.0816,5.0874,0.2356
4.4005,5.2066,0.943
1.2581,5.6779,1.1857
0.9172,4.5588,1.2777
6.6749,4.6363,0.4192
6.5552,7.561,0.2939
6.6291,9.0658,1.5232
0.1977,3.1934,0.2303
3.2655,3.1108,3.4975
1.9781,3.5643,2.9679
7.7815,4.8451,2.1638
8.6063,6.3437,1.0424
2.4668,5.8869,0.0869
6.6785,5.258,0.4953
1.2936,5.7934,0.1231
2.7515,3.9619,0.6843
1.3865,4.6338,3.7726
2.8352,4.9699,0.298
6.7474,2.6237,4.9329
9.1033,3.258,0.9829
2.0252,3.3177,0.1813
5.4208,6.1462,0.1896
7.0139,5.368,1.7112
9.5292,5.9166,1.6725
6.1006,2.2405,0.9667
2.5511,2.7746,0.1438
6.2548,5.9948,2.1366
3.2049,0.832,1.0998
9.7613,6.8369,0.3339
3.9968,2.265,0.3085
6.8543,6.265,0.8189
0.2323,3.6671,0.3675
4.0006,6.5734,2.9639
8.7511,9.8122,1.5795
6.1023,1.5902,2.8372
4.4394,6.0431,2.568
9.3594,2.2878,5.1572
8.5398,5.6402,0.8488
3.2222,4.6898,0.869
5.4455,5.1947,1.1406
4.8982,3.6325,0.6407
6.322,6.1708,1.3792
3.3411,2.8275,2.1656
2.4421,6.8625,1.0519
9.1267,4.3861,3.2524
9.2387,2.896,0.7223
8.4332,7.3924,0.0919
9.782,4.899,5.1784
7.4499,7.8615,3.3876
7.6467,6.832,1.7237
7.6259,3.8028,0.4032
4.8061,4.8725,0.4691
4.5645,5.1816,2.6254
2.4023,7.2895,8.3847
6.4482,5.6563,2.3861
2.8932,5.2644,3.0903
2.5781,4.7002,0.5669
5.8596,4.9242,2.6705
4.0998,6.9569,0.8877
2.1886,5.0056,3.9645
8.1606,4.4075,2.1523
8.6057,4.1532,0.9438
1.677,4.1694,1.9552
0.0751,2.8969,0.7451
3.3613,3.8744,0.3072
7.9751,7.2476,3.9473
8.3917,4.6901,1.9706
1.3833,6.0566,0.5695
7.7434,1.2819,0.3671
1.157,5.8525,1.596
3.9006,4.758,0.1089
9.9861,4.2778,0.4455
1.9259,5.2714,0.8466
1.5396,4.2563,3.3023
4.228,1.8142,0.7898
6.1967,6.3834,3.3609
9.329,5.3645,3.6832
9.8082,4.5291,5.2556
0.6964,3.5507,0.9946
1.38,2.7952,0.2263
7.9074,5.3358,0.935
2.7063,7.4202,1.7109
8.8485,5.3047,1.8633
6.6345,2.9259,0.3948
1.1184,5.3377,0.902
8.3253,4.92,0.613
1.7636,6.2961,1.7619
4.235,5.9101,0.6832
5.5218,0.5213,0.5037
5.0077,5.8179,1.3864
6.8616,3.4948,0.6843
6.5269,2.8674,0.1353
9.9204,4.7173,3.008
9.9942,5.6165,0.3351
5.1646,2.5389,0.0736
0.952,6.0569,1.3031
7.2784,6.145,0.485
9.7666,5.0705,0.1147
3.1833,3.6986,0.8786
4.6121,3.5309,0.7314
4.2478,6.5389,7.0973
0.5142,2.7332,3.9059
6.7226,6.5967,1.9441
3.5334,4.7522,1.4464
7.8746,4.8562,3.351
8.3212,2.4379,2.8347
8.2123,4.7799,1.0647
4.1667,5.9204,3.591
3.2155,2.9954,2.0372
7.4882,5.748,6.5035
8.0139,5.1335,1.6824
4.9126,4.0344,3.4408
8.9303,6.282,6.2703
1.4391,1.6966,4.8539
8.7907,5.52,3.1652
0.961,7.4292,2.7585
1.5353,7.1599,1.8223
5.3384,5.5847,1.7941
0.6752,4.5475,0.4226
0.5281,4.0463,1.548
0.0052,4.5456,1.2919
4.3632,5.8157,1.2638
7.7462,3.7891,0.0748
0.3484,6.1361,0.8304
6.5226,8.1997,2.3382
8.2313,4.9072,1.013
1.68,2.9834,1.5667
1.4686,2.9829,0.5873
8.608,6.1648,0.6228
8.2312,4.9104,0.1848
5.3894,6.3152,2.3615
8.192,4.1995,0.0502
0.9276,6.2459,0.4718
3.9448,4.7626,0.3796
7.378,3.9012,1.1828
2.5745,4.3985,0.5205
7.5233,3.2044,3.7785
5.0418,7.984,1.0031
7.5027,4.8554,0.9198
4.6468,5.9668,1.5372
3.679,4.1947,1.3591
2.1919,3.4221,0.2071
2.0838,4.6492,3.9152
7.5149,6.6518,1.1221
1.1891,4.2189,3.5492
0.8598,3.6942,3.2194
1.7629,5.2332,1.1727
1.7535,5.7485,1.8316
8.2311,7.4643,0.0942
3.9851,5.5306,0.1247
9.9039,5.966,0.4593
1.3721,6.0789,1.9902
6.5354,3.2705,1.3042
4.4873,3.555,3.7846
3.9292,3.3742,1.2821
8.7508,3.0018,0.6377
9.756,6.1932,1.9054
8.7286,5.4351,0.5202
1.923,5.1192,1.219
2.208,1.1109,3.4633
6.5607,8.0832,4.5732
2.8908,3.6586,0.0852
7.3473,8.0777,2.0836
5.6642,2.8261,3.6886
5.5091,3.7814,0.1473
8.2855,1.6957,1.1686
7.1053,5.5432,0.3255
0.2658,3.3481,1.0584
0.4946,3.3905,5.2417
6.0156,2.9412,0.4953
4.8619,6.166,1.1632
2.6018,6.0672,3.1057
4.1866,7.7181,0.7871
7.5791,3.9714,0.4302
8.2661,5.3282,2.0655
5.6122,3.066,0.9925
3.8537,4.4974,1.6012
2.707,4.2217,1.4227
5.2192,5.6967,0.2072
3.1475,6.5255,5.6339
5.641,6.4866,1.1627
6.7665,3.7358,0.6192
0.6608,6.4977,1.1321
0.0107,4.9339,0.6286
2.1228,4.5131,1.2183
8.9451,3.9372,1.6924
6.4629,4.1601,0.1744
1.7196,7.6135,4.3637
8.9026,5.4611,0.1896
4.6996,5.2619,0.2998
4.7609,4.6066,5.3842
9.3554,8.669,1.0901
0.5949,6.9575,5.8971
2.1518,3.9184,0.4594
5.8577,4.5896,1.385
1.9549,4.6786,0.9286
6.7953,5.2188,0.8914
2.1409,3.9482,4.2408
0.9916,5.6582,0.4516
2.0699,7.1781,0.8409
4.2273,3.0296,0.1636
1.7614,3.3078,3.2334
1.3469,4.2753,0.2083
8.6028,4.3448,0.1991
3.204,7.9977,0.4636
3.6076,6.5026,2.386
0.5527,6.4165,2.2774
3.5737,4.6035,1.8886
2.6481,4.5705,7.323
6.1049,2.8224,2.9348
2.0539,6.1726,0.8962
8.8837,5.7366,1.2071
9.2967,6.929,0.7011
0.9983,4.6838,4.0411
1.074,4.7873,2.893
1.1533,5.2551,0.709
6.1957,6.3378,1.2059
1.2197,2.7947,0.6122
8.5238,6.1041,1.4438
7.5427,4.9693,0.656
8.1981,3.412,3.3359
5.2606,1.8731,3.1785
9.9668,4.7953,2.8963
0.4418,7.1716,2.6092
4.0126,7.512,0.2615
3.2394,5.5331,0.2217
9.4865,7.943,5.3359
5.7686,4.9356,4.4149
8.0619,6.43,1.8399
1.7034,4.3232,1.1814
9.7863,4.2281,1.4605
4.9864,3.9837,3.2516
4.9367,1.9092,2.6233
9.7088,6.9306,1.1882
3.8073,4.0376,0.8246
3.9753,3.7978,0.3743
5.8475,3.23,2.7698
1.2805,4.6935,0.1405
3.2109,7.6452,0.3643
1.9321,8.1407,2.7812
1.0328,2.5087,1.4786
8.6614,4.4683,0.4293
5.8933,3.4485,0.2367
3.5867,6.4825,6.2594
4.0867,5.4299,0.2681
4.3152,4.0451,0.2789
6.3315,5.1089,0.4913
9.2677,4.2839,2.2342
9.3278,7.4214,2.1415
3.9149,5.8204,0.6037
3.2926,6.0047,0.5894
4.5105,0.9996,1.0371
5.6793,4.8998,2.7372
4.6182,8.1248,1.6679
6.5875,6.9892,2.2207
5.544,2.2294,1.2263
3.2072,4.5299,1.3736
3.4573,3.1977,0.1603
3.7859,7.5667,1.6703
0.9464,5.3664,0.2224
1.6606,3.8483,5.9592
7.2311,5.0512,1.2827
3.891,1.089,1.4144
2.1454,3.3726,4.9536
5.6267,5.0547,3.7506
7.5554,6.2685,1.8656
2.5742,2.088,1.9596
8.2679,4.4283,0.6677
9.275,6.5145,1.0485
5.9739,2.8228,0.0997
6.6895,5.3438,0.8382
0.5258,5.099,0.4178
9.4552,7.5716,1.6871
3.9248,4.6548,0.0421
9.239,4.7426,2.1118
5.7898,6.2824,1.8712
0.0462,3.0105,3.5104
0.3854,4.6687,1.3366
6.8042,4.3164,2.8969
5.6267,4.7916,2.6421
0.2653,6.2726,0.5653
7.4346,5.8312,1.6153
8.5215,3.877,4.185
4.9642,5.205,1.5515
4.6576,7.2357,0.9032
0.0547,3.753,3.5376
7.8665,5.2178,0.2688
3.3072,4.7103,0.4732
8.7876,4.9055,0.1326
3.7306,2.554,0.0547
5.6508,7.1161,0.6363
2.7034,3.8385,0.9585
1.6059,6.5391,3.4458
7.7491,4.0679,7.1084
4.9659,4.0617,2.9648
5.3649,6.8197,0.5533
9.6542,6.4908,0.1099
9.6358,5.313,6.263
8.5564,6.1417,1.494
1.8761,4.5672,1.6452
5.9427,4.9874,6.2153
8.7815,4.0076,4.0161
3.7446,6.3561,1.1961
1.0111,3.9599,5.0922
8.1096,7.2277,0.1978
4.8176,4.5262,0.1793
5.6439,5.0308,0.0368
9.8214,6.1381,0.3635
6.0721,5.0358,2.287
4.2498,4.5531,2.7797
3.6998,4.955,0.0317
4.1762,6.3407,2.0522
1.184,4.0057,1.6189
7.9475,4.8106,0.9767
8.3772,5.0154,0.6788
2.844,6.2969,1.0461
3.038,4.8502,3.403
8.7433,7.7124,0.3735
0.2397,4.7652,2.3144
5.2046,4.6435,0.0089
4.6368,4.7435,3.6316
6.9013,3.025,0.64
1.6339,3.4449,0.5038
6.6833,4.204,0.1749
3.7673,6.7037,1.4395
6.1871,4.9503,2.7364
0.401,4.273,1.174
4.6173,6.8398,0.0483
5.2225,7.3268,3.7819
2.1433,6.8831,1.4887
1.3962,3.7204,0.0209
1.8847,4.2571,1.4693
3.4414,7.7206,0.0512
0.9681,5.3617,7.2386
9.4732,4.5986,2.0343
4.0499,6.0775,0.2032
8.0897,6.5109,3.8915
9.7442,4.1428,0.5004
0.8074,5.3292,1.3117
6.5167,6.3898,0.6878
8.7141,3.2596,0.1029
6.3423,5.0185,0.0511
4.2903,3.3284,2.2868
4.3108,3.5246,0.525
0.359,4.1553,0.7839
5.346,5.7157,2.7485
9.9354,4.517,0.7573
9.5871,4.0274,1.925
0.404,5.0773,5.3072
7.058,3.2796,2.2761
3.0176,5.6432,0.423
9.0299,6.6971,0.5094
0.4511,4.8812,1.9904
9.3587,4.696,0.3319
8.3748,5.5602,2.5591
1.175,1.9573,10.2495
0.5982,5.8052,0.801
8.3471,9.6528,1.2563
1.5576,4.816,3.1974
5.349,4.8213,0.2223
9.1574,6.1154,3.8521
5.6745,7.468,2.4347
3.9723,6.4625,0.5068
4.4502,1.7666,1.5926
0.6312,5.8451,1.5511
9.6875,8.8579,0.8251
3.1065,5.9337,11.3063
1.8936,3.2681,2.9523
2.8605,5.4227,3.0182
9.6437,3.079,1.3008
0.9429,6.8492,2.6641
8.673,3.5662,3.0517
7.0784,5.1114,0.3599
8.3002,3.7133,0.6819
9.759,4.1803,0.6998
8.4215,7.2292,1.4447
9.4338,5.1552,2.6578
1.2694,4.1612,0.3286
7.9579,3.2822,3.7888
5.4568,2.1924,1.5994
5.435,3.1231,1.8447
8.9892,5.1679,3.6203
9.718,6.4704,2.1605
7.0484,4.1595,0.3001
4.8294,7.3558,1.6001
4.564,3.9237,0.7881
3.8634,4.643,4.0181
3.616,3.3806,1.9687
3.9151,6.4861,3.6532
0.8975,8.1463,0.6127
0.7744,2.3573,1.6705
7.7987,4.4808,1.9331
4.4607,6.8972,4.5817
9.3068,2.8296,1.6592
6.1222,5.85,2.2757
0.3518,6.8322,1.5494
1.5752,5.1173,1.1674
2.0582,5.8254,0.348
9.7574,7.6414,0.8122
2.187,7.9226,0.9364
5.1576,4.907,5.0886
9.3618,4.2014,1.5909
9.7719,3.62,1.1357
2.3636,6.4654,0.5026
0.4912,2.9423,1.4734
1.536,4.6211,0.6004
0.6333,5.154,2.4936
1.9512,4.2455,1.0125
5.6857,5.4197,4.8746
9.1245,8.8468,0.3026
5.3722,4.8176,2.878
6.2599,4.3469,3.0056
2.0187,6.523,0.2246
8.0058,5.3594,1.0757
6.1779,7.159,1.5439
8.6414,5.247,0.1285
9.4884,4.6274,0.029
3.479,2.3244,0.2508
0.9058,2.5704,0.0668
2.2593,2.2465,0.5542
4.3784,5.569,6.7281
9.4569,2.9566,1.5882
3.7831,6.8834,1.8569
7.7077,5.0454,0.2083
5.4048,4.6337,2.221
1.8281,3.7342,0.9532
3.2073,5.9334,12.1132
6.5319,3.7933,1.2706
6.7285,3.5219,3.9925
4.3476,6.7825,0.56
2.2865,5.5319,2.9583
7.2191,4.6476,1.369
1.6887,5.9621,0.3435
9.3667,5.0134,1.7541
1.879,5.5745,0.4406
1.0731,3.7747,0.4783
4.9765,8.1056,8.7826
5.1955,4.1306,1.0205
5.0819,7.334,2.2081
4.3667,4.7167,0.6929
9.9481,6.2106,4.0348
4.8628,6.1013,0.6563
4.7795,6.7203,4.0612
4.2177,3.7391,6.7225
0.6683,6.6135,2.9118
5.9296,7.7697,2.734
2.2797,4.612,3.4854
6.3761,5.0521,0.2961
0.5083,4.2148,3.5693
9.8139,4.4803,1.1175
4.6901,7.5671,1.5819
8.9676,3.4936,1.2044
4.7556,3.5868,4.634
0.6033,7.4164,0.8218
8.2221,5.9368,0.9467
6.4818,8.1806,4.5952
7.8176,4.3243,0.4821
4.2817,5.1894,2.1016
6.3794,4.009,1.0453
8.5623,5.215,1.7297
6.3107,2.3389,0.813
3.4767,6.0274,2.6455
6.6253,5.4852,0.2385
6.7185,4.9137,3.2086
9.6059,4.4145,0.5015
3.7091,3.6579,2.1911
4.2508,6.0916,1.0143
8.1212,3.2434,2.172
5.0576,5.7678,6.1858
7.3657,8.1117,2.0125
4.5971,7.2283,4.0886
2.155,2.7423,0.7811
7.452,4.1949,3.1863
1.3116,5.6322,0.5303
1.9858,4.8946,2.0055
6.2682,2.9009,3.1174
7.4727,5.578,0.0086
8.9469,4.985,1.1151
2.7259,7.8715,0.9755
1.1072,4.6202,2.2218
9.5605,6.752,1.126
1.5442,3.0994,3.5989
1.9767,3.458,2.467
2.9133,6.0825,3.4569
5.2939,6.6256,1.1348
8.8283,3.5639,2.8658
7.6055,5.0361,0.5479
7.0816,2.9276,10.9051
1.7518,4.7282,0.5741
3.5768,6.2554,1.4804
4.784,4.3476,3.9566
1.4743,4.6264,1.6134
2.7343,3.3053,0.9351
3.0833,4.0275,2.8056
1.2728,7.6372,0.3542
5.5024,5.1094,0.2941
7.0503,3.4965,1.0797
0.6993,4.5278,3.7888
4.8112,2.6039,2.5011
7.8221,3.4788,1.6686
7.4799,7.0405,0.4763
8.1507,4.7863,1.527
4.4824,7.8361,1.6227
8.2056,4.857,1.2317
2.4075,4.946,0.7983
3.6081,5.9613,0.8152
1.7636,0.9911,0.0767
4.6748,5.3074,0.902
3.9206,4.9265,2.2465
2.4093,7.2291,0.4668
7.5178,6.447,0.2347
3.1385,3.2995,1.6025
2.728,6.8632,3.1995
1.3089,4.6065,0.0963
4.3882,3.6433,0.369
3.0296,5.2957,1.6699
3.6927,4.6958,4.8804
2.36,7.3077,1.7081
7.6316,5.5109,1.4605
9.3,5.3085,9.3145
4.9793,6.351,4.4176
6.43,6.6393,1.0755
8.6717,6.1754,5.8328
9.9883,7.1292,2.7334
6.1352,5.913,0.7768
8.8978,5.2515,0.3466
9.0861,6.8588,0.4591
7.9145,4.8637,1.1154
4.6093,5.0499,0.3238
0.8115,7.5824,6.169
0.1581,7.4329,0.5955
4.772,4.9877,5.0986
4.9431,4.3197,2.13
4.0736,7.1948,4.9084
5.6817,6.2006,0.1991
5.5216,5.4734,1.5891
8.3661,4.5172,0.4951
1.0866,5.4975,8.3161
2.2518,4.9674,4.2474
7.93,4.0035,0.6477
8.4784,5.1936,6.3919
9.9482,5.3981,2.7126
8.7291,4.4369,1.9151
8.899,6.3557,3.8439
3.1435,6.9332,1.7578
4.0166,6.4548,3.6771
2.6809,4.5856,2.1586
6.063,6.1337,0.1354
9.3881,5.1169,1.0434
3.4464,3.1464,1.7353
5.57,6.0091,2.2089
2.963,5.2192,0.3998
1.698,8.8903,2.7844
1.9519,7.1859,1.9237
0.5795,6.0667,3.4305
9.4929,5.3738,3.9197
4.0288,5.2456,4.8459
8.3412,3.4945,1.0077
6.8133,2.3915,1.0318
1.9192,3.6912,3.5785
1.7546,4.9284,0.234
8.1199,1.8417,1.6672
2.6471,4.1835,0.3786
9.1329,4.6286,0.8303
1.4006,4.6769,7.3391
6.7771,4.0074,0.4167
8.1447,4.4877,0.4021
2.3526,7.5858,2.2825
2.7621,5.9932,0.0539
9.6452,4.1595,0.2211
2.646,4.8975,3.08
4.2996,4.9575,3.0383
4.3252,3.8481,0.6636
2.5303,3.8463,2.7612
7.7579,6.5158,1.7539
7.7185,4.3703,0.0233
3.7832,3.358,0.0084
8.3513,4.9353,2.3884
2.1307,5.177,0.718
0.0431,2.0409,1.2622
5.7117,4.9389,0.0445
9.9408,6.302,1.9211
0.3864,5.6768,1.4082
2.08,8.3447,1.8743
5.1891,6.8767,0.5487
8.0994,7.1734,0.0717
0.8904,9.2001,0.2954
3.9523,6.1372,2.8404
7.4708,5.2446,5.5165
3.7154,6.4606,0.374
1.8884,4.1611,4.5748
1.955,5.1615,2.043
4.1005,4.0284,6.5937
4.7942,5.597,0.1655
8.6181,4.0221,2.1364
6.4225,3.9696,2.6515
6.904,5.6202,0.2667
9.8299,4.7934,0.2924
4.1184,2.1087,0.9565
4.0335,2.8167,1.3678
9.2335,3.2791,2.6683
2.4588,3.6755,2.4543
7.2982,5.6216,3.0785
7.5457,5.3284,2.7419
0.9779,6.5979,0.4805
4.6823,6.1292,7.9237
2.0056,6.6079,0.6221
1.8538,5.9126,1.758
4.6383,5.3145,1.9539
2.8943,6.649,3.7745
7.9606,6.3791,3.8424
9.076,5.5641,1.1675
8.0272,6.9066,2.2744
2.6603,1.4813,0.1519
2.7413,4.5643,0.4558
2.5473,4.5413,0.1863
1.3504,6.729,1.2663
9.438,7.3571,3.2294
4.0205,2.8247,0.8138
2.2469,7.1168,2.085
8.4667,3.2428,0.9453
3.992,3.2882,3.8637
0.3512,4.6486,3.2383
1.6194,4.5227,4.4516
6.3925,2.6624,0.4588
7.8291,5.9748,0.6389
2.1093,6.0191,0.1091
9.174,6.5811,0.2707
8.51,4.3498,0.5642
8.4838,4.9406,3.8141
2.2766,4.9544,2.7411
0.5054,7.532,1.3076
8.6742,0.7486,2.4644
3.058,3.5646,2.553
6.1892,5.0083,3.4451
7.5997,3.3716,0.6787
1.2829,4.6125,0.0877
7.8084,4.8109,1.6602
9.3851,4.0135,1.2106
7.2837,5.0967,0.704
4.4122,5.9422,2.0217
8.7668,4.6456,1.2795
5.2746,4.3202,3.3406
7.4477,4.7514,1.0552
8.2051,4.9888,0.253
7.4935,2.3895,0.0417
2.8785,5.6923,0.6515
1.1784,4.3235,1.0022
2.3834,6.8923,3.7419
5.0287,5.8866,1.1711
5.0528,6.7551,1.3401
5.8264,3.4835,0.4523
3.951,4.4429,3.4535
7.8689,3.1363,3.0458
9.1315,3.9422,8.1917
2.4673,6.8782,3.8485
7.3652,7.2312,5.5094
6.7797,3.2778,0.2254
5.2309,4.3126,3.6021
1.8853,4.8857,0.0737
7.9523,5.8784,12.0746
9.6063,2.3603,1.2004
7.2184,2.5955,0.332
9.1786,5.7344,0.2792
9.8419,2.0764,5.2788
3.5205,4.3298,1.6331
6.3822,5.2431,0.0107
4.7393,5.6235,2.9582
9.8663,4.7874,2.9196
0.9381,4.4514,1.4884
4.1237,6.2669,0.4265
8.7554,5.4278,0.4429
2.8405,4.0295,0.9367
7.8779,5.0566,1.5593
3.8278,5.5748,7.72
9.7998,7.5774,2.0234
8.8353,6.1795,0.4816
3.0132,6.8218,1.9055
7.7019,4.0841,6.6209
3.3686,4.2137,0.4816
6.0636,4.6469,0.4338
6.5848,4.7846,0.0664
8.296,3.488,1.7504
0.2445,6.8989,0.0944
2.2016,6.325,10.4167
7.1192,4.5415,4.5454
5.6352,5.9626,0.3013
4.9561,5.3343,0.5471
0.5521,6.0797,0.5995
3.4828,2.9835,0.2198
8.651,4.7815,3.2706
0.3089,4.9129,3.0159
3.9644,5.9355,0.6231
9.4515,4.0573,2.9886
0.5088,1.2501,2.1888
7.4971,3.3775,0.7895
2.5761,4.9084,1.2291
8.6661,5.0958,6.5182
7.4607,7.5256,6.4027
8.8571,5.8741,3.7496
2.1592,5.1223,0.6207
5.3129,4.9514,1.821
7.7927,6.6563,5.1752
2.457,4.1148,0.6068
2.3075,4.7896,2.2825
0.2718,3.3661,0.3455
9.5852,7.1284,1.703
7.1002,5.5887,2.9807
6.3556,3.9387,13.8251
7.4399,4.8283,1.4109
5.3161,5.7645,6.6588
4.7613,4.6239,3.9566
4.4953,4.1983,2.4587
6.4044,4.0186,1.1472
2.0153,5.5084,3.9689
8.8806,4.4629,5.1411
8.1175,4.3194,0.9861
3.4956,2.9959,1.7098
5.7861,5.1165,2.0598
1.4103,4.7282,6.1969
9.7235,4.5175,1.3914
9.0289,5.2982,2.1779
9.219,6.122,8.3947
3.3216,6.0523,4.6174
1.6913,5.8291,0.3441
2.1177,4.639,2.1388
0.9,4.1495,5.8884
1.2011,3.4341,1.3594
0.713,4.1103,2.3207
9.8982,5.0295,5.9922
0.7406,3.8206,1.7371
1.3254,5.1441,3.3206
8.2725,3.5518,0.2504
5.8024,2.5085,2.0988
7.7442,6.2291,0.4958
6.3091,4.2884,2.48
8.8218,3.7444,0.7286
6.3847,3.3592,0.4611
5.2213,5.6346,1.5707
7.1275,7.0624,3.1627
4.4739,4.3954,4.8282
3.4606,4.6767,0.517
4.6765,6.6074,0.5553
1.6971,2.2843,19.1227
7.9657,7.9503,1.7249
2.607,8.6662,1.0063
1.5353,0.9405,0.4998
2.4635,4.8537,2.7354
8.4207,3.9216,0.9513
3.302,4.6028,1.7081
6.8605,4.3724,0.0227
8.5641,6.2176,0.355
0.7774,4.8311,0.2769
7.6502,3.6336,1.1977
3.0767,4.7417,1.9153
2.1662,5.7722,0.8741
6.889,3.2244,0.5011
9.098,2.5306,1.383
2.9502,7.9891,5.4699
5.6883,4.0364,1.4467
2.8983,4.794,0.5467
5.5429,4.4033,0.7033
6.2186,5.8221,1.0374
6.1034,7.6592,0.1084
6.2355,5.8699,0.9306
1.3508,2.7225,1.2352
6.9354,2.9238,6.1249
6.7475,4.4016,4.9985
6.8259,4.5977,1.7228
0.7407,2.4171,1.1394
4.4684,6.229,0.6068
4.0904,3.3705,1.1104
0.8671,7.24,0.1851
2.2237,7.7309,0.5346
4.4096,4.6276,1.7204
7.4291,5.6585,7.7714
2.3706,3.1521,4.1808
8.2975,5.9355,4.065
5.458,4.2527,2.3015
7.6042,3.3691,8.1163
4.7256,4.566,0.9147
4.9919,4.3014,0.2739
6.1972,4.5123,0.4082
9.2797,6.4245,0.0821
4.9181,3.822,1.3323
5.2866,7.6025,3.4354
6.02,3.0124,1.0666
7.3752,7.4231,3.3727
0.7185,3.4752,1.6558
5.1569,4.9985,0.5541
4.8159,4.2647,1.2267
9.2168,4.4844,0.0843
4.9351,6.202,0.4381
4.6832,7.2497,4.0963
9.622,6.7858,3.3212
4.5058,4.3927,4.8688
1.8088,5.2764,2.3703
2.1692,3.8269,0.4505
0.9519,3.5127,8.1498
0.0057,3.2805,0.2746
4.3195,4.3436,1.0309
7.6924,5.3744,0.1387
7.3347,2.1323,1.3238
0.3215,4.9305,0.2328
5.6998,7.274,0.5791
1.5428,6.6829,3.1404
9.4108,4.1222,0.696
1.6736,2.9047,0.0423
6.2664,5.6897,2.4136
3.2624,1.5239,1.0469
6.4156,6.6652,0.5255
4.1226,4.6796,1.4764
7.5964,7.747,1.0922
2.3068,2.4096,3.3955
9.0579,6.3772,2.0176
5.0021,4.8492,0.9997
7.5609,4.5034,0.2543
8.4973,2.9452,0.5243
9.9883,5.8936,1.5361
2.2395,6.0142,3.0091
2.8689,7.6777,2.5337
2.5043,6.5121,1.2269
2.6287,4.1092,3.4334
5.8244,3.4942,0.688
9.9352,2.9473,0.1665
9.9028,7.2098,3.2506
5.2677,3.8327,2.9016
6.3903,7.2203,0.4414
8.5997,5.7876,0.5351
9.3293,5.4949,5.5078
2.0386,4.5397,2.9165
5.2854,5.991,0.6858
8.3284,4.9768,0.5213
3.032,4.4462,5.7449
4.3981,6.044,2.6491
9.8562,4.784,0.2301
9.8505,3.8025,0.1967
9.0611,5.8997,1.2258
7.9845,4.904,2.7052
2.6913,5.7334,1.7137
3.2085,4.3192,1.017
5.4728,3.1863,3.5948
5.6078,7.6026,1.7664
5.055,7.3199,2.8053
6.3667,6.3257,0.0756
4.0832,4.4183,2.752
7.4917,4.5495,3.7067
3.3355,7.0735,5.1214
3.3068,4.4693,1.0864
1.2723,4.0512,3.3363
1.8871,7.8084,0.3378
8.5052,4.9285,3.1265
4.4628,7.6526,0.2098
2.2787,2.9024,4.5338
7.5934,5.7773,3.2533
5.5398,8.1066,0.2794
0.2116,5.0446,0.6077
3.1636,4.604,0.1166
1.77,3.2484,2.4745
6.5587,6.6235,4.6239
2.7503,3.8448,2.156
0.6495,4.8578,0.6681
0.5493,3.1482,1.253
5.8173,7.3353,5.929
0.2172,6.7323,4.1048
